date,Open,High,Low,close,Volume,Prev. Day Open Interest
2013-12-31,1835.5,1846.5,1834.25,1841,650261,2754443
2013-12-30,1836,1838.5,1833.5,1834.75,566572,2765187
2013-12-27,1836.5,1840,1833.25,1836.5,622662,2758851
2013-12-26,1830,1837.75,1829.75,1836.5,437830,2745200
2013-12-24,1822.75,1829.5,1820.5,1829,314408,2734782
2013-12-23,1817,1824.5,1816.75,1822.75,733403,2720791
2013-12-20,1802.5,1818,1802.5,1814.5,1351077,2658894
2013-12-19,1804,1806.75,1795,1802,1515342,2580060
2013-12-18,1772,1806.75,1760.75,1804.75,2699400,2327433
2013-12-17,1778.25,1782.5,1770.25,1773,1780884,1895612
2013-12-16,1768.5,1786.25,1754,1780.25,1793129,1445598
2013-12-13,1767,1776.75,1765.5,1768.5,1553447,957167
2013-12-12,1774.25,1777.75,1765.5,1768.5,833656,563420
2013-12-11,1798,1801.5,1773.25,1774.5,370512,306095
2013-12-10,1802.75,1805.25,1794.75,1796.75,130764,221695
2013-12-09,1799.75,1805,1798.5,1802.75,67901,184545
2013-12-06,1777.5,1799.5,1777.5,1798.5,66924,159329
2013-12-05,1785.75,1788,1775.5,1777.5,38435,141038
2013-12-04,1785.5,1793,1771.5,1785.25,21011,136973
2013-12-03,1793.25,1795.25,1779.75,1785,40085,110954
2013-12-02,1799.5,1802.5,1790.75,1793.25,12943,105989
2013-11-29,1799.7,1807.1,1797.75,1799,176064.4,637489.8
2013-11-27,1797.95,1803.6,1797.2,1800.5,353698,1161289.6
2013-11-26,1798.65,1804.3,1796.15,1799.4,662350.2,1709689.2
2013-11-25,1800.6,1807.9,1797.2,1801.15,885626.4,2235106.6
2013-11-22,1793.25,1803.25,1792,1801.25,1238550,2799872
2013-11-21,1779.5,1795.5,1775.75,1793.75,1384622,2793119
2013-11-20,1785.5,1794.25,1774.5,1779.75,2065833,2817411
2013-11-19,1789.5,1793.75,1782,1785.25,1587573,2817239
2013-11-18,1793.5,1799.75,1784.75,1788.75,1556412,2821448
2013-11-15,1787.75,1796,1786.5,1793.5,1226789,2778941
2013-11-14,1779.75,1789,1777.25,1787.75,1579106,2763168
2013-11-13,1764.75,1782.25,1754.25,1778.75,1673308,2758394
2013-11-12,1767.75,1769.75,1758.5,1765,1394895,2780264
2013-11-11,1767,1770.25,1762.75,1767.5,952210,2782047
2013-11-08,1744.75,1768,1736.5,1766,2070431,2780995
2013-11-07,1763.75,1774.5,1742.25,1745.25,2459589,2767364
2013-11-06,1757.25,1770,1755.75,1765.5,1320403,2768514
2013-11-05,1762.75,1764,1750.5,1756.5,1473640,2759992
2013-11-04,1754,1764,1753.25,1763,1000121,2772579
2013-11-01,1755.5,1761.25,1747,1754.75,1600757,2745639
2013-10-31,1757.75,1764,1750.25,1751,1872956,2763150
2013-10-30,1768.25,1773.25,1751.75,1760.5,1774552,2741642
2013-10-29,1759,1768.75,1754.5,1767.5,1189431,2736038
2013-10-28,1753.75,1762.25,1751.5,1759,1156019,2731098
2013-10-25,1748,1755.75,1742.75,1754,1253352,2708628
2013-10-24,1742.75,1751.75,1740,1748.5,1246430,2720877
2013-10-23,1749.5,1749.5,1734.5,1741.75,1519712,2711974
2013-10-22,1737.75,1754.5,1736,1749.5,1841176,2710196
2013-10-21,1738,1742.5,1734.75,1738.25,1107787,2698460
2013-10-18,1727.5,1740.25,1727,1736.5,1524654,2698990
2013-10-17,1712,1728.75,1706.25,1727.75,1668980,2682298
2013-10-16,1694.25,1717,1691.25,1713.25,1796325,2676074
2013-10-15,1706.25,1709.75,1689.5,1692,1871393,2675494
2013-10-14,1684,1706.75,1680.75,1704.25,1506081,2673270
2013-10-11,1683,1700.25,1673,1699,1557513,2678669
2013-10-10,1648.5,1687.75,1648,1685,2286252,2703379
2013-10-09,1648,1658.25,1640,1648.75,2485712,2723644
2013-10-08,1667,1671.5,1646,1650.5,2351930,2692235
2013-10-07,1676.75,1679.5,1666.5,1667.75,1596182,2674467
2013-10-04,1668,1686,1667.5,1684.75,1503566,2698745
2013-10-03,1683,1684.75,1663.25,1669.75,2263053,2653691
2013-10-02,1691.5,1691.75,1673.25,1683,1653547,2617101
2013-10-01,1678.5,1692.25,1675.25,1689.5,1759975,2611021
2013-09-30,1675,1681,1666.75,1674.25,2148739,2626964
2013-09-27,1694.5,1695.5,1680,1686.5,1430018,2631133
2013-09-26,1686.5,1697.5,1685.75,1692.5,1466703,2624892
2013-09-25,1692.25,1695,1684.5,1685.75,1639058,2618569
2013-09-24,1693.25,1701,1687.5,1692.5,1501832,2598645
2013-09-23,1706.5,1707.5,1689.5,1692.75,1671961,2566911
2013-09-20,1717.25,1719.5,1701.25,1702.5,1767388,2575036
2013-09-19,1718.5,1726.75,1713.25,1717.5,1860579,2466887
2013-09-18,1699.25,1723.25,1693.25,1717.75,2330546,2172500
2013-09-17,1689,1699.75,1687.75,1698.25,1448713,1774880
2013-09-16,1693,1703.75,1688,1691.25,2029918,1188257
2013-09-13,1678.25,1683.75,1674,1682,1162403,837087
2013-09-12,1683.25,1683.25,1674.75,1678.25,596376,530657
2013-09-11,1675.75,1684,1671.25,1682.25,311905,305925
2013-09-10,1664.5,1676.75,1662.5,1675.75,149436,220981
2013-09-09,1646,1665,1645.75,1662.5,78108,166936
2013-09-06,1645,1657.25,1632.25,1646.75,55870,135716
2013-09-05,1647.75,1651.25,1644,1646.25,27141,121921
2013-09-04,1630.75,1648.25,1628.75,1646.5,30516,103362
2013-09-03,1629.25,1643,1624.5,1632.5,32266,94333
2013-08-30,1633.6,1639.4,1620.1,1625.85,402173.4,644145.8
2013-08-29,1626.75,1640.85,1624,1632.7,702187.6,1214972.4
2013-08-28,1625.55,1636.55,1622.15,1629.55,991159.2,1781468.6
2013-08-27,1653.3,1654.15,1625,1626.9,1802241.8,2324211.6
2013-08-26,1660.75,1667.5,1653.25,1654.25,1213360,2882936
2013-08-23,1655.5,1662.75,1650.5,1661.5,1306654,2899118
2013-08-22,1635,1657.75,1631.5,1654.75,1556145,2904902
2013-08-21,1651,1654.75,1634,1636.5,2115241,2863444
2013-08-20,1644.25,1656.75,1641,1650.5,1581959,2873524
2013-08-19,1651,1657,1642.25,1645,1468155,2845002
2013-08-16,1654.75,1662,1649.5,1651,3475286,2841700
2013-08-15,1680.5,1682,1654.25,1655.75,2399303,2818161
2013-08-14,1691.5,1693.25,1681,1682,1504310,2826195
2013-08-13,1688,1694.5,1679.25,1690.75,1604462,2818295
2013-08-12,1685,1688.5,1675.25,1687,1250683,2802068
2013-08-09,1694,1696.25,1682.5,1686.25,1662642,2799117
2013-08-08,1688.75,1697,1684.5,1693.75,1510694,2791337
2013-08-07,1692.75,1693.5,1680.5,1688.25,1380213,2798900
2013-08-06,1701.25,1703.5,1688.75,1694,1273260,2793511
2013-08-05,1702.75,1705,1698.75,1702.5,856396,2808697
2013-08-02,1702.25,1705,1695.75,1704,1212563,2836516
2013-08-01,1685.5,1703.75,1684.5,1700.25,1517089,2814495
2013-07-31,1684,1694,1680.25,1680.5,1979509,2799466
2013-07-30,1682.25,1688.5,1677.25,1684.75,1318394,2793878
2013-07-29,1686.5,1688,1676.5,1682.5,1100528,2797316
2013-07-26,1685.75,1689,1670.5,1686.5,1390749,2797830
2013-07-25,1684,1686.5,1671.75,1684,1422764,2769228
2013-07-24,1689.5,1695.25,1677.25,1683.75,1505638,2778043
2013-07-23,1690.5,1695.5,1686,1688.25,979433,2774329
2013-07-22,1690,1694.25,1685.5,1690.25,899675,2787874
2013-07-19,1680,1690.5,1675.25,1689.5,1145846,2797010
2013-07-18,1676.75,1688.5,1671.75,1680.5,1340316,2768666
2013-07-17,1671.75,1680.5,1665.75,1675.5,1413079,2758060
