date,Open,High,Low,close,Volume,Prev. Day Open Interest
2012-11-14,1373.25,1381.75,1349.5,1353.25,2448702,3074002
2012-11-13,1378.25,1386.25,1365.75,1371.75,1950242,3032864
2012-11-12,1375.25,1381.75,1372.5,1378.25,1130556,3047398
2012-11-09,1375.75,1388,1363.5,1376,2549123,3061897
2012-11-08,1390.25,1397.5,1372.5,1375,2614835,3071063
2012-11-07,1425,1431.75,1384,1389.75,3190105,3049237
2012-11-06,1411,1429.25,1409.75,1425.5,1481236,2957854
2012-11-05,1402.75,1415.5,1402.5,1411.75,1385411,2985203
2012-11-02,1423.25,1431.5,1405,1405.5,2088815,2978796
2012-11-01,1402,1425,1398.5,1423.5,1705826,2949574
2012-10-31,1412.5,1418.25,1400.5,1401.75,1775115,2980425
2012-10-30,1399.25,1412.25,1393,1411.25,178848,2985990
2012-10-29,1406.25,1407,1397,1402.75,181669,2978558
2012-10-26,1409.75,1412.5,1394.5,1407.5,2089836,2992766
2012-10-25,1406.25,1416.75,1399.5,1408.75,1807809,2975347
2012-10-24,1406.5,1415,1401.75,1405.75,1756752,2964441
2012-10-23,1430.75,1433.25,1402,1406.25,2301468,2960009
2012-10-22,1424.5,1431.25,1416.75,1430.5,1777659,2932032
2012-10-19,1451.25,1453.5,1423.5,1423.75,2399785,2938325
2012-10-18,1457,1459.75,1447.75,1451.25,1805789,3013923
2012-10-17,1449.25,1457.75,1446.25,1457,1534392,2940616
2012-10-16,1436,1451.5,1434.5,1449.5,1621207,2899774
2012-10-15,1423.5,1436.5,1416.5,1436.25,1524636,2900680
2012-10-12,1428.25,1434.5,1420,1421.75,1620801,2897739
2012-10-11,1425.75,1439.25,1421.25,1428.5,1582367,2894922
2012-10-10,1437,1437.75,1425,1426,1672672,2881331
2012-10-09,1449.75,1454.5,1435.25,1436.25,1954989,2877110
2012-10-08,1457.25,1457.25,1447.5,1450,961104,2862707
2012-10-05,1455.75,1466,1451.25,1455.5,1679196,2864399
2012-10-04,1444,1457.75,1444,1455.75,1565475,2861644
2012-10-03,1440.25,1448.75,1435.5,1444.5,1540216,2861212
2012-10-02,1436.5,1446,1432.25,1440.5,1609875,2903044
2012-10-01,1432.75,1451.5,1427.75,1436.75,1901880,2907028
2012-09-28,1441,1443.5,1429,1434.25,2098950,2920153
2012-09-27,1427.5,1444.5,1427.5,1441.25,1754731,2919321
2012-09-26,1436.75,1439.75,1424,1427.25,1778971,2893511
2012-09-25,1451.75,1457,1435,1436.75,1811493,2824334
2012-09-24,1450.25,1454.5,1444.75,1451.5,1257245,2803075
2012-09-21,1454.25,1462.25,1450.5,1451.5,1603572,2771210
2012-09-20,1453.5,1455,1443.5,1454,1743299,2789868
2012-09-19,1453.25,1459.25,1451.25,1453.5,1658342,2658786
2012-09-18,1454,1456.25,1449,1452.75,1794880,2428499
2012-09-17,1458.75,1459,1450.5,1453.75,1573163,1972189
2012-09-14,1450,1468,1449.5,1459.25,2462666,1669150
2012-09-13,1431.5,1457.25,1428,1450.5,1355960,1159318
2012-09-12,1423.25,1433,1421.5,1431.5,288402,567719
2012-09-11,1419,1430.25,1414.5,1423.25,193827,346802
2012-09-10,1430,1431,1419.25,1419.5,76866,192332
2012-09-07,1423.75,1431.75,1423.25,1431.75,29575,132145
2012-09-06,1397.25,1425,1396.75,1424.5,49186,116298
2012-09-05,1398.25,1401,1390.25,1396.5,10125,87166
2012-09-04,1401.75,1401.75,1387.5,1399,28486,81223
2012-09-03,1398.75,1402,1389.75,1401.5,1499,57910
2012-08-31,1391.2,1406.45,1390.1,1399.15,414781.2,653598.2
2012-08-30,1402.8,1403.7,1391.05,1392.55,493889.4,1246457.6
2012-08-29,1404.75,1409.6,1402.05,1404.5,576734.6,1837893
2012-08-28,1406.7,1410.6,1401.9,1406.35,968355.8,2414758
2012-08-27,1410,1416,1407,1408,929925,2991505
2012-08-24,1399.75,1412,1395.25,1410.5,1571472,2995536
2012-08-23,1412.25,1418,1398,1400,1592209,2962988
2012-08-22,1412.75,1414.25,1404.25,1412.5,1671976,2972094
2012-08-21,1414.75,1424.75,1408,1412.5,1730302,2953918
2012-08-20,1415,1418,1409.5,1414.75,1110701,2955045
2012-08-17,1413.75,1416.75,1410.75,1415.5,1138845,2935039
2012-08-16,1403.5,1415.5,1401.75,1413.75,1482299,2902712
2012-08-15,1401.25,1405.75,1397,1403.25,1102404,2897590
2012-08-14,1402,1409.5,1397.25,1401.25,1435041,2884729
2012-08-13,1400.5,1404,1394.25,1402.5,1202738,2852295
2012-08-10,1400.25,1402.75,1392,1402.25,1241893,2839596
2012-08-09,1398.5,1403.75,1393.75,1400.5,1179236,2820919
2012-08-08,1396.5,1400.25,1390.5,1398.75,1227651,2808926
2012-08-07,1390,1403.25,1387.5,1396.75,1459898,2802895
2012-08-06,1390.25,1395.75,1387.25,1390.25,1164883,2789278
2012-08-03,1362.25,1390.5,1360,1389.5,1943890,2799500
2012-08-02,1370,1383,1349.25,1362.25,2827731,2818329
2012-08-01,1372,1381.5,1367.75,1370.75,1789642,2745910
2012-07-31,1380,1386.5,1371,1372,1774239,2732125
2012-07-30,1379.25,1387.5,1375.75,1380.5,1483220,2739745
2012-07-27,1354.75,1385,1352.75,1382.5,2495264,2786322
2012-07-26,1334.75,1358.75,1327.75,1355.25,2275647,2803798
2012-07-25,1331,1340,1321.25,1334.75,1840145,2832270
2012-07-24,1343.75,1346.5,1323.75,1329.75,2110235,2838586
2012-07-23,1355.5,1356.75,1332,1343.5,2078031,2825947
2012-07-20,1371.5,1372,1357,1358.75,1799655,2809562
2012-07-19,1367.25,1376,1366,1372.25,1742592,2804013
2012-07-18,1358.5,1370.5,1352.5,1367.25,1797476,2791638
2012-07-17,1347.25,1360.5,1339.25,1358.25,1970476,2788070
2012-07-16,1351.25,1352.5,1343,1347.25,1546166,2793770
2012-07-13,1329.25,1353.25,1328.75,1352,1758313,2805218
2012-07-12,1336.5,1339.5,1319.75,1328.75,1904845,2796788
2012-07-11,1335,1342.5,1327.75,1336.75,1910327,2786227
2012-07-10,1349,1356.5,1330.5,1335.5,2019424,2779384
2012-07-09,1349.25,1350.25,1341,1349.5,1468459,2750846
2012-07-06,1361.5,1364,1342.25,1352.5,1952810,2752042
2012-07-05,1366,1375,1357,1361.75,1880977,2743266
2012-07-04,1366.5,1370,1363.75,1368,110609,2713523
2012-07-03,1358.25,1369.5,1355.25,1368.75,1043774,2714985
2012-07-02,1358.75,1362.25,1349.5,1358,1687967,2714985
2012-06-29,1322,1359.5,1316,1358.25,2484771,2718455
2012-06-28,1325.75,1327.75,1306.75,1323,2290787,2740099
2012-06-27,1315.75,1328.5,1312,1326.25,1615882,2747945
2012-06-26,1306.75,1318,1303.25,1315.75,1810326,2727651
2012-06-25,1325.5,1326.5,1302.5,1306.75,1840378,2713459
2012-06-22,1318.5,1331.75,1318.25,1325.5,1858689,2652686
2012-06-21,1350.75,1353.25,1317.5,1318.25,2708047,2649917
2012-06-20,1350,1355.5,1338.75,1350.5,2359064,2619510
2012-06-19,1340.75,1357,1336.5,1350.25,1771063,2577825
2012-06-18,1345.25,1347.5,1327.25,1340.5,2069087,2571236
2012-06-15,1325.25,1338.5,1324.5,1338.25,1817361,2557420
2012-06-14,1309,1327.75,1305.25,1325.75,2806842,2555080
2012-06-13,1319.75,1321.25,1303.5,1309,2566729,2419155
2012-06-12,1301,1320.5,1297,1320.25,2899992,2233378
2012-06-11,1337,1342,1299.75,1300.75,3116807,1801710
2012-06-08,1309.5,1323,1298.75,1323,1933113,1254021
2012-06-07,1308.75,1323,1305.25,1309.5,989978,787312
2012-06-06,1278.75,1309.25,1276.5,1309.25,238590,405005
2012-06-05,1266,1280,1260.75,1279,108815,235101
2012-06-04,1267.25,1274.75,1255.5,1266.5,74489,158933
2012-06-01,1300.25,1301,1267,1267.5,50952,122063
2012-05-31,1303.8,1313.4,1292.25,1300.8,566438.6,663926.8
2012-05-30,1329.9,1330.35,1304.1,1304.3,930202,1238518
2012-05-29,1318.5,1331.65,1315.3,1330.9,1346531.2,1805530.4
2012-05-28,1320.05,1327.15,1318.25,1320.5,122484.4,2374207.2
2012-05-25,1322.5,1329.75,1312,1314.75,1519593,2950849
2012-05-24,1315.75,1323.5,1306,1323,2171122,2962701
2012-05-23,1315.5,1319,1294,1316,2555000,2971911
2012-05-22,1315.25,1326.5,1307.5,1315,2449047,2942926
2012-05-21,1291.75,1316,1287.25,1315.75,2041257,2928492
2012-05-18,1302,1310.5,1289.75,1290.5,2775704,2957278
2012-05-17,1323,1330.75,1300.5,1301.5,2883903,2927847
2012-05-16,1328.75,1339.75,1320.75,1322.75,2281345,2941326
2012-05-15,1334.5,1347,1325.5,1328.5,2395350,2929667
2012-05-14,1346,1351,1333.25,1334.25,1912794,2870892
2012-05-11,1357.5,1363.25,1344,1350,1839116,2859612
2012-05-10,1351.25,1363.75,1345.75,1357.25,1836066,2842146
2012-05-09,1359,1360.75,1339.25,1351,2523171,2856301
2012-05-08,1365.25,1368,1343.75,1358.75,2306906,2832476
2012-05-07,1354,1370.25,1342.5,1365.75,1606353,2826296
2012-05-04,1386.5,1389,1361.5,1362.5,2074698,2833205
2012-05-03,1397.5,1402.75,1384.5,1386,1759554,2800522
2012-05-02,1400.5,1404.75,1389.25,1397.5,1679970,2818494
2012-05-01,1394.25,1411.75,1391.25,1400.5,1305365,2825580
2012-04-30,1400.25,1402.5,1389.75,1394.25,1319740,2820525
2012-04-27,1396.75,1403,1386.5,1399,1610498,2844782
2012-04-26,1387.25,1398.25,1381,1397,1666428,2852617
2012-04-25,1370.75,1387.75,1369.5,1387.5,1827184,2816352
2012-04-24,1363,1371.25,1361,1370,1439403,2791554
2012-04-23,1372.25,1374.75,1354,1362.75,1848613,2808295
2012-04-20,1373.75,1383.25,1371.25,1375,1808198,2779316
2012-04-19,1378.75,1390,1365.5,1372.5,2631716,2792920
2012-04-18,1383.75,1386.75,1377.75,1378.5,1848186,2787008
2012-04-17,1364.25,1388.75,1359.25,1383.75,1847678,2781649
2012-04-16,1366,1375.25,1360.5,1363.75,1959799,2769578
2012-04-13,1385.75,1388.5,1363.75,1365,1925749,2760858
2012-04-12,1364.25,1386.25,1363.25,1386,1852924,2762959
2012-04-11,1357.75,1370.5,1357.5,1364.25,1739768,2735723
2012-04-10,1374.25,1380.75,1352.5,1356.75,2514979,2756491
2012-04-09,1375,1382.75,1371.75,1374.5,1082026,2746096
2012-04-05,1393.25,1397.75,1384,1390.25,1536406,2727847
2012-04-04,1409,1409,1388.5,1393.25,1826283,2706184
2012-04-03,1412,1414.25,1399.5,1408.5,1673086,2736147
2012-04-02,1407.25,1417.75,1399,1412.25,1718252,2738339
2012-03-30,1398,1406.25,1395.75,1404,1616860,2709590
2012-03-29,1399.5,1404,1386.25,1398,1826376,2730099
2012-03-28,1406.25,1412.25,1392,1400,1752041,2726812
2012-03-27,1415,1419.75,1406,1406,1251732,2722273
2012-03-26,1393.75,1415.5,1392.5,1415.25,1456063,2702345
2012-03-23,1389,1395.25,1380.5,1394.25,1559328,2697307
2012-03-22,1397.75,1400.75,1382.5,1389,1682241,2700517
2012-03-21,1400,1405.75,1394.25,1397.75,1533339,2696753
2012-03-20,1404,1405,1391.75,1400,1583682,2692793
2012-03-19,1397.25,1408,1393.5,1404.25,1517944,2680501
2012-03-16,1395.75,1400.5,1394,1398.75,1377398,2681911
2012-03-15,1388.25,1397.5,1384.75,1396,1946542,2672834
2012-03-14,1390.5,1394.25,1384.25,1388.75,2095305,2563097
2012-03-13,1366.75,1391.25,1366,1390.5,2739820,2371441
2012-03-12,1366.75,1367,1360.25,1366.5,1876250,1797488
2012-03-09,1360.25,1368.75,1357.5,1366.5,1889522,1284377
2012-03-08,1347,1362.5,1344.75,1360.5,917534,846470
2012-03-07,1336.75,1348.25,1335.75,1347.5,209354,373355
2012-03-06,1357.75,1359.5,1332.75,1335.25,117977,232883
2012-03-05,1361,1363.25,1352.5,1358.5,46015,150539
2012-03-02,1369,1371,1359.25,1362.75,21049,126571
2012-03-01,1355.75,1369.25,1352.75,1368.5,19813,111202
2012-02-29,1366.25,1372.45,1351.95,1357.9,469435,634668.4
2012-02-28,1363.35,1370.15,1361.05,1367.9,621091,1149236.4
2012-02-27,1361.05,1368.25,1350.7,1364.9,999022.2,1675289.4
2012-02-24,1361.8,1367.25,1360.35,1361.75,933480,2196215.4
2012-02-23,1356,1363.75,1350.25,1363.25,1593827,2715233
2012-02-22,1359.75,1364,1353,1356,1439240,2709926
2012-02-21,1366,1367.75,1355.75,1360.25,1582147,2723429
2012-02-20,1366.75,1369.5,1362.25,1366.5,190288,2711174
2012-02-17,1354.75,1361.25,1353,1360.25,1247605,2711174
2012-02-16,1341.75,1357.25,1334.25,1354.75,1959657,2693762
2012-02-15,1347.5,1358,1338,1342.25,2275907,2688692
2012-02-14,1349.25,1352,1337.75,1347.75,1735366,2684468
2012-02-13,1347.25,1352.25,1342.75,1349.5,1234654,2652514
2012-02-10,1348,1348.25,1333.75,1340.25,1713453,2694896
2012-02-09,1347,1352.75,1340.75,1348.25,1750116,2681372
2012-02-08,1344.25,1348.25,1338.25,1347.25,1540962,2663724
2012-02-07,1339,1345.75,1331.75,1344.75,1498761,2660225
2012-02-06,1336.5,1340.5,1330.25,1339,1191584,2662818
2012-02-03,1322.75,1342,1320,1339.5,1704222,2669758
2012-02-02,1320.25,1326,1317,1322.75,1352211,2649993
2012-02-01,1307.75,1327,1303.75,1320.25,1904532,2680101
2012-01-31,1309,1317.5,1302.25,1308,1891559,2672094
2012-01-30,1314,1314.5,1296,1309,1710571,2641729
2012-01-27,1314.75,1319.25,1307,1312.75,1730421,2630855
2012-01-26,1320.75,1329.75,1309.25,1315,2001696,2700924
2012-01-25,1311.25,1324.75,1303,1320.5,1968562,2687268
2012-01-24,1311.25,1311.75,1301.5,1311.5,1468957,2649002
2012-01-23,1307.5,1318.25,1305,1311.25,1594961,2654751
2012-01-20,1310,1311.75,1304.75,1311.25,1416582,2659069
2012-01-19,1302.75,1311.5,1299.25,1310.25,1837168,2656811
2012-01-18,1289,1304.25,1286.5,1302.75,2003604,2645203
2012-01-17,1290.5,1302.5,1286,1289.5,1836820,2608231
2012-01-16,1285.25,1292.25,1281.25,1291.5,175626,2613916
2012-01-13,1292,1295,1272.75,1289.5,2114591,2613516
2012-01-12,1288.25,1297.5,1280.75,1292.25,1754245,2593643
2012-01-11,1286,1289.5,1279.25,1288,1800297,2597783
2012-01-10,1275,1292,1274.5,1286.25,1531383,2578611
2012-01-09,1274.75,1277.75,1267.25,1275.5,1437855,2579341
2012-01-06,1273.25,1282.25,1266.75,1274,1691681,2571183
2012-01-05,1273.25,1278,1259.75,1273.25,1815274,2580006
2012-01-04,1272,1274.75,1262.75,1273.25,1417634,2560482
2012-01-03,1274.75,1280,1270.25,1272.25,1563690,2658349
2011-12-30,1256.75,1260.5,1250.75,1253,691026,2609084
2011-12-29,1244,1258.5,1243.75,1257.25,874817,2598919
2011-12-28,1260,1264.5,1243,1244.25,1012280,2598919
2011-12-27,1260.5,1264,1256,1260.25,507304,2594367
2011-12-23,1249.5,1260.75,1248.75,1259.5,693965,2587797
2011-12-22,1236,1251,1232.25,1249.25,1332518,2567911
2011-12-21,1236,1249,1223,1236.25,1986543,2554237
2011-12-20,1199,1237.25,1198.75,1236.5,1825749,2532031
2011-12-19,1212,1219.75,1195.5,1198.75,1683745,2511559
2011-12-16,1212.25,1225,1208.25,1210,2182870,2469690
2011-12-15,1206.25,1220.5,1198,1212,2297556,2371298
2011-12-14,1219.75,1226.5,1202.5,1206.25,2854734,2113495
2011-12-13,1229.25,1244,1212.5,1220.25,3101285,1669560
2011-12-12,1250.25,1254.5,1220,1229.5,2578512,1205923
2011-12-09,1229.75,1254.75,1222.75,1253.75,2410241,831476
2011-12-08,1257.75,1266,1224.75,1229.75,1282789,413410
2011-12-07,1249.25,1262.25,1238.25,1258.25,280623,223483
2011-12-06,1247.75,1259.75,1239.5,1249,71529,223483
2011-12-05,1243,1260.25,1243,1249,42777,172440
2011-12-02,1237.25,1257,1234.25,1237.5,52313,142756
2011-12-01,1237.25,1245,1229.75,1237.75,16684,102356
2011-11-30,1189.4,1241.95,1178.4,1241.2,700404.4,671504.6
2011-11-29,1187,1202.4,1183.1,1192.9,1347637.6,1217429.2
2011-11-28,1169.4,1193.75,1167.15,1188.7,1420998.2,1816463.8
2011-11-25,1158.6,1170,1146.35,1152.3,1216189.8,2403025
2011-11-24,1160.25,1173.75,1156,1159.25,2325948,2994170
2011-11-23,1182.75,1185,1158.5,1160,2322710,2981872
2011-11-22,1190.75,1199,1179.25,1182.75,2306860,2981872
2011-11-21,1208,1209,1180.5,1190.75,2401770,2949110
2011-11-18,1215,1229.75,1208.75,1214,2178618,2948205
2011-11-17,1231.25,1241.75,1206.5,1214.75,3096973,2956121
2011-11-16,1254.5,1258.75,1230.5,1231,2711882,2945937
2011-11-15,1251.5,1262.25,1234,1254,2243400,2924905
2011-11-14,1264.25,1270.75,1243.5,1252.5,1889071,2924794
2011-11-11,1237.5,1264.75,1233.75,1261.5,1603127,2910203
2011-11-10,1226.25,1245,1218.25,1237.5,2584328,2878090
2011-11-09,1273.25,1274,1222.75,1225.75,3248837,2886130
2011-11-08,1257.5,1275.25,1248.5,1273.25,2241483,2870177
2011-11-07,1253.25,1259.5,1232,1257.5,1982159,2841443
2011-11-04,1255.75,1258.75,1234.5,1251,2243027,2832228
2011-11-03,1234.25,1259.75,1213.5,1255.75,2822923,2799002
2011-11-02,1223.5,1238.75,1216.5,1234.25,2264238,2810930
2011-11-01,1247.5,1248,1208.5,1224.5,2238819,2872959
2011-10-31,1280,1280.75,1245.25,1249.25,2239270,2839145
2011-10-28,1282.25,1284.25,1272.75,1281,1932702,2839103
2011-10-27,1238,1289.25,1237.5,1282.5,3324091,2916640
2011-10-26,1225,1242.5,1216.5,1237.5,2697660,2985716
2011-10-25,1247,1254.5,1222.25,1224.5,2635786,2994122
2011-10-24,1229.75,1252.5,1226.75,1247,2006311,2984444
2011-10-21,1208.75,1235.75,1208,1235.25,2115010,2992779
2011-10-20,1206.75,1216.25,1192.5,1209,2898123,2976324
2011-10-19,1222.75,1227.25,1201.5,1207,2430802,2987028
2011-10-18,1194,1229.75,1185.5,1223,2978540,2994319
2011-10-17,1218.25,1230.75,1193.5,1194,2385603,3004602
2011-10-14,1197.5,1221.5,1193,1219.25,2244214,3021872
2011-10-13,1198.5,1204.25,1185.25,1197.75,2316227,2954661
2011-10-12,1187.5,1216,1180.75,1198.25,2559219,2990284
2011-10-11,1190.5,1194.75,1180.75,1189.75,1953734,3007577
2011-10-10,1157.75,1192.25,1156.5,1191,1776333,2994500
2011-10-07,1157.25,1173.75,1144.75,1155,2865466,3053178
2011-10-06,1135,1160.5,1129,1158,2903759,3116403
2011-10-05,1114.5,1141.25,1106.5,1135,3039981,3115881
2011-10-04,1087.5,1119.75,1068,1113.5,4190407,3139609
2011-10-03,1123,1133.5,1085.25,1086.25,3504183,3115740
2011-09-30,1157.25,1159.75,1121.5,1126,2980938,3006367
2011-09-29,1148.25,1170.75,1133.5,1156.25,2975702,2956018
2011-09-28,1169,1181.75,1143.5,1149.25,2802438,2976156
2011-09-27,1157.5,1190,1155,1170,3258954,2974168
2011-09-26,1122,1159,1115,1158,3089036,3062794
2011-09-23,1124.25,1138.5,1102,1129.75,3365634,3067211
2011-09-22,1155.25,1159,1106.75,1123.5,4741905,3081477
2011-09-21,1196.75,1203.75,1155,1155.75,3254771,2936112
2011-09-20,1196.75,1214.5,1185.25,1195.75,2614553,2918960
2011-09-19,1199.25,1203.75,1181.5,1197.75,2446620,2897053
2011-09-16,1203,1214.5,1194.75,1211.75,2661191,2930734
2011-09-15,1182.25,1205.5,1175.75,1204.25,3024123,2883574
2011-09-14,1165.5,1196.25,1148,1181.75,3552069,2754383
2011-09-13,1156.75,1170.5,1139,1165.25,3694565,2407037
2011-09-12,1136,1158,1123.5,1157.25,3612118,1887934
2011-09-09,1180,1188.25,1141,1152.25,3165441,1392352
2011-09-08,1193.75,1198,1176.25,1180,1326103,831091
2011-09-07,1158.5,1194,1158.5,1193.25,246217,351035
2011-09-06,1138.5,1160,1130.5,1158.75,62357,167635
2011-09-05,1161,1161,1132.75,1140,33677,132810
2011-09-02,1195,1198.25,1163,1163.5,33677,132833
2011-09-01,1212,1222,1195.25,1195.5,28654,116603
2011-08-31,1200.05,1224.95,1196.85,1214.4,641286.6,775359.8
2011-08-30,1204.25,1215.3,1190.2,1201.3,1049825.2,1447989.8
2011-08-29,1173.4,1206.35,1170.45,1205.7,1102921.8,2116178.2
2011-08-26,1155.85,1178.5,1131.55,1174.85,2444564.8,2778208.6
2011-08-25,1171.5,1188.5,1153,1157.5,3198280,3429011
2011-08-24,1159,1176.75,1142.5,1172,2616278,3395461
2011-08-23,1123.5,1160.75,1118.5,1158.5,3338118,3371817
2011-08-22,1122,1146.5,1111.25,1123.25,2714560,3396068
2011-08-19,1143.75,1153.25,1117.5,1124,3583223,3390307
2011-08-18,1189.5,1190,1128.25,1143.5,3809916,3363879
2011-08-17,1191.75,1206.75,1181.5,1190,2112805,3203678
2011-08-16,1196.5,1201.5,1177.5,1192.25,2556621,3169438
2011-08-15,1179.75,1201.75,1176.25,1198.5,2002026,3367839
2011-08-12,1168.25,1186.75,1146.75,1176.75,2720118,3371749
2011-08-11,1123,1184,1103,1168.5,4482222,3385012
2011-08-10,1171,1178.75,1113.75,1123.5,4925051,3446782
2011-08-09,1113,1175.5,1077,1171.75,6285917,3337317
2011-08-08,1167.25,1189,1109.5,1111.25,6173318,3242540
2011-08-05,1199.5,1219,1163.25,1197.75,6160540,2938984
2011-08-04,1254.25,1264.25,1193.25,1198.75,5039775,2960288
2011-08-03,1248.25,1258,1230.25,1254.5,3815275,2837954
2011-08-02,1279.75,1285,1246.75,1247.25,3293753,2786136
2011-08-01,1306,1309.75,1270.25,1279.75,3020191,2717702
2011-07-29,1297.75,1300.75,1278.5,1288.5,2889931,2689055
2011-07-28,1299.25,1313,1295.25,1296.75,2338767,2633648
2011-07-27,1326,1328.5,1298,1299,2535676,2622989
2011-07-26,1333.5,1339.75,1325.5,1326.25,1698186,2558292
2011-07-25,1330,1340.25,1322,1333.5,1640963,2567417
2011-07-22,1341.25,1347.75,1332.75,1341,1478170,2559590
2011-07-21,1321.75,1343.5,1315,1342.5,2311771,2575395
2011-07-20,1321.25,1329.75,1319.25,1321.25,1637321,2594680
2011-07-19,1301.5,1324.25,1300.25,1321.25,2098625,2585860
2011-07-18,1314.5,1314.75,1291.25,1300.5,2168734,2565507
2011-07-15,1307.75,1315.5,1300.5,1315,2298613,2547985
2011-07-14,1312.25,1323.25,1302,1306.75,2877782,2575806
2011-07-13,1310.75,1327.75,1307.25,1312.25,2315093,2579101
2011-07-12,1318,1323.25,1295.25,1310.75,2888474,2589528
2011-07-11,1339.25,1339.5,1311.75,1318.5,2432258,2558138
2011-07-08,1351.5,1354.5,1329.25,1341.75,2253551,2525676
2011-07-07,1336,1352.75,1335.75,1351.75,1678156,2502471
2011-07-06,1336,1340.75,1326.5,1335.75,1819425,2486568
2011-07-05,1334,1337.75,1329.25,1336.75,1729821,2485036
2011-07-04,1334.5,1334.75,1328.25,1333.75,1955127,2468230
2011-07-01,1314.75,1336.5,1312.5,1334.75,1954616,2480842
2011-06-30,1304,1317.5,1302.25,1315.5,1875270,2490419
2011-06-29,1293.5,1305.5,1291.5,1304.25,2489063,2484633
2011-06-28,1277,1295,1271.5,1294.5,1913881,2507415
2011-06-27,1265,1280,1257,1276.25,2000732,2536579
2011-06-24,1277.5,1286,1261.25,1264,2499136,2575596
2011-06-23,1280,1280.75,1257,1277,3316080,2548765
2011-06-22,1287.75,1293.75,1279.5,1279.75,1872931,2524036
2011-06-21,1273.25,1292.75,1271.75,1288,2075568,2531071
2011-06-20,1265,1275.25,1256.25,1273.75,1675608,2540173
2011-06-17,1263.75,1277.25,1258.5,1266,2335210,2572371
2011-06-16,1261,1269,1252.25,1263.5,3263670,2557724
2011-06-15,1283.75,1283.75,1255.75,1260,3639073,2472316
2011-06-14,1267.5,1287,1265.25,1284.5,2834353,2117784
2011-06-13,1265,1271.75,1259.5,1266.25,2517553,1584108
2011-06-10,1282.25,1283.5,1261.75,1263.75,2355546,1201982
2011-06-09,1273,1288.5,1269.75,1282,978448,808832
2011-06-08,1279.25,1282.25,1271,1271.5,278698,391414
2011-06-07,1280,1290,1277.5,1279.5,92351,200798
2011-06-06,1293.5,1295,1278,1279.5,82124,143253
2011-06-03,1307.25,1307.75,1289.25,1291,21962,78565
2011-06-02,1307.75,1312.25,1298.5,1307,28755,69340
2011-06-01,1339.5,1342.5,1305.75,1306.75,6699,48321
2011-05-31,1327.8,1341.35,1327.75,1339.6,388344,600400.6
2011-05-30,1326.9,1329.7,1325.4,1327.35,559231.4,1137151.6
2011-05-27,1324.4,1331.45,1322.5,1327.8,837253.6,1674230
2011-05-26,1315.4,1326.4,1311.4,1325.4,1830619.8,2218608.2
2011-05-25,1313,1324.5,1302.25,1316.5,2100699,2780614
2011-05-24,1314.75,1322.5,1311.75,1313.5,1860601,2761199
2011-05-23,1326,1327,1310.75,1315.25,2054242,2752316
2011-05-20,1341.5,1344,1327,1327.75,2247208,2719462
2011-05-19,1338.25,1345.5,1334.5,1341.75,1825276,2706744
2011-05-18,1326.25,1340.5,1324.5,1338.5,1612220,2695103
2011-05-17,1325.25,1332,1316,1325.25,2292146,2688008
2011-05-16,1332,1341.25,1324.75,1325.25,2177046,2666484
2011-05-13,1347.25,1352.5,1330.5,1334,2235430,2650027
2011-05-12,1339.25,1348.75,1328.75,1347.75,2254909,2647161
2011-05-11,1353.75,1358.25,1333,1338.75,2190906,2664963
2011-05-10,1342.5,1356.5,1339,1353.75,1571216,2680756
2011-05-09,1337.25,1346.25,1334.5,1342.5,1666599,2677123
2011-05-06,1334.25,1351.75,1331.75,1334.5,2673077,2751590
2011-05-05,1343.25,1348.75,1325.25,1335,2915006,2758798
2011-05-04,1351.75,1355,1337.5,1343,2382666,2790443
2011-05-03,1357.75,1358.5,1345.75,1352,1674060,2794195
2011-05-02,1363.25,1373.5,1354.75,1357.75,1707040,2742024
2011-04-29,1355,1363.75,1352.75,1359.75,1272342,2742628
2011-04-28,1351.5,1358.5,1346.75,1355.25,1706910,2743397
2011-04-27,1341,1354.25,1340.25,1352,1386295,2751861
2011-04-26,1330.75,1346.25,1328,1340.75,1386038,2726416
2011-04-25,1330.5,1335.25,1327.25,1331,599322,2693363
2011-04-21,1328.5,1337.75,1328,1331,1276072,2681863
2011-04-20,1308.75,1330.5,1308.5,1328.5,1870001,2693117
2011-04-19,1301,1309.5,1294,1308.5,1528995,2693117
2011-04-18,1318.25,1318.75,1290.25,1301,2255340,2687640
2011-04-15,1310.5,1319.25,1305.75,1318.75,1644200,2683332
2011-04-14,1309.25,1313.25,1298.25,1310.75,2027796,2690414
2011-04-13,1308.25,1318.75,1305,1309,1919662,2667514
2011-04-12,1320.25,1320.5,1305.25,1308,2078928,2685024
2011-04-11,1325.75,1330.25,1317,1320,1527470,2695169
2011-04-08,1328.5,1335.75,1318.75,1323.75,1858868,2688459
2011-04-07,1329,1335.25,1322.25,1328.5,2180272,2671718
2011-04-06,1327,1336.5,1326,1329,1656416,2665569
2011-04-05,1329.75,1334.25,1323,1327,1558287,2675137
2011-04-04,1327,1332.75,1324.5,1329.25,1273974,2646233
2011-04-01,1321.25,1333.75,1320.5,1327.75,1660075,2635255
2011-03-31,1324.5,1325.75,1320.5,1321.75,1521964,2647743
2011-03-30,1316.25,1327.75,1314.75,1323.75,1407633,2638334
2011-03-29,1302.75,1317.75,1300.25,1316.25,1549071,2650848
